order_id,line_item_id,customer_id,order_date,ship_date,ship_mode,delivery_address,delivery_lat,delivery_lon,product_id,quantity,sales,discount,profit
e17becc3-6da1-44a2-9a96-ca452ab590f1,e17becc3-6da1-44a2-9a96-ca452ab590f1-4,787,2023-12-24,2023-12-29,First Class,"801 N LEXINGTON ST, Manor TX 78653",30.3470876650099,-97.5566082301574,178,6,1053.85,0.34,162.61
e17becc3-6da1-44a2-9a96-ca452ab590f1,e17becc3-6da1-44a2-9a96-ca452ab590f1-5,787,2023-12-24,2023-12-29,First Class,"801 N LEXINGTON ST, Manor TX 78653",30.3470876650099,-97.5566082301574,148,4,686.83,0.1,135.5
221b2806-ccb6-4ef1-b792-e9ec306c69b2,221b2806-ccb6-4ef1-b792-e9ec306c69b2-1,533,2024-02-11,2024-02-14,Standard Class,"7912 CRYSTALBROOK WEST, Austin TX 78724",30.3200854088775,-97.6548351706696,117,10,95.83,0.07,13.82
221b2806-ccb6-4ef1-b792-e9ec306c69b2,221b2806-ccb6-4ef1-b792-e9ec306c69b2-2,533,2024-02-11,2024-02-14,Standard Class,"7912 CRYSTALBROOK WEST, Austin TX 78724",30.3200854088775,-97.6548351706696,70,8,176.29,0.17,36.69
221b2806-ccb6-4ef1-b792-e9ec306c69b2,221b2806-ccb6-4ef1-b792-e9ec306c69b2-3,533,2024-02-11,2024-02-14,Standard Class,"7912 CRYSTALBROOK WEST, Austin TX 78724",30.3200854088775,-97.6548351706696,68,1,977.18,0.13,268.33
221b2806-ccb6-4ef1-b792-e9ec306c69b2,221b2806-ccb6-4ef1-b792-e9ec306c69b2-4,533,2024-02-11,2024-02-14,Standard Class,"7912 CRYSTALBROOK WEST, Austin TX 78724",30.3200854088775,-97.6548351706696,202,2,1174.45,0.24,96.19
221b2806-ccb6-4ef1-b792-e9ec306c69b2,221b2806-ccb6-4ef1-b792-e9ec306c69b2-5,533,2024-02-11,2024-02-14,Standard Class,"7912 CRYSTALBROOK WEST, Austin TX 78724",30.3200854088775,-97.6548351706696,27,9,163.51,0.16,57.98
848e1557-aa9e-46e4-9815-8cfe3588016c,848e1557-aa9e-46e4-9815-8cfe3588016c-1,275,2024-04-17,2024-04-19,Standard Class,"500 NORTH BLUFF DR, Austin TX 78745",30.1966120643734,-97.7730564121271,36,10,598.19,0.02,152.34
848e1557-aa9e-46e4-9815-8cfe3588016c,848e1557-aa9e-46e4-9815-8cfe3588016c-2,275,2024-04-17,2024-04-19,Standard Class,"500 NORTH BLUFF DR, Austin TX 78745",30.1966120643734,-97.7730564121271,169,9,69.83,0.29,20.75
848e1557-aa9e-46e4-9815-8cfe3588016c,848e1557-aa9e-46e4-9815-8cfe3588016c-3,275,2024-04-17,2024-04-19,Standard Class,"500 NORTH BLUFF DR, Austin TX 78745",30.1966120643734,-97.7730564121271,400,4,105.52,0.16,42.16
44edac12-942e-4949-ac25-c78064fcfc5e,44edac12-942e-4949-ac25-c78064fcfc5e-1,39,2024-03-29,2024-04-05,Second Class,"5009 HAZELNUT LN, Del Valle TX 78617",30.178486149224,-97.619255584635,315,1,1195.34,0.14,363.47
44edac12-942e-4949-ac25-c78064fcfc5e,44edac12-942e-4949-ac25-c78064fcfc5e-2,39,2024-03-29,2024-04-05,Second Class,"5009 HAZELNUT LN, Del Valle TX 78617",30.178486149224,-97.619255584635,406,5,395.0,0.47,89.04
1201da8b-8e00-483c-a07f-45113a63a143,1201da8b-8e00-483c-a07f-45113a63a143-1,48,2024-01-22,2024-01-28,Same Day,"7908 BRIGHTMAN LN, Austin TX 78733",30.3190851597272,-97.844629695864,9,8,757.16,0.19,149.23
1201da8b-8e00-483c-a07f-45113a63a143,1201da8b-8e00-483c-a07f-45113a63a143-2,48,2024-01-22,2024-01-28,Same Day,"7908 BRIGHTMAN LN, Austin TX 78733",30.3190851597272,-97.844629695864,419,6,329.04,0.36,96.67
d6986787-3699-43c5-ab2d-bb621a72781e,d6986787-3699-43c5-ab2d-bb621a72781e-1,458,2024-05-14,2024-05-20,Second Class,"7608 SAGINAW DR, Austin TX 78754",30.3512734343836,-97.6017849648349,114,3,179.7,0.26,37.25
d6986787-3699-43c5-ab2d-bb621a72781e,d6986787-3699-43c5-ab2d-bb621a72781e-2,458,2024-05-14,2024-05-20,Second Class,"7608 SAGINAW DR, Austin TX 78754",30.3512734343836,-97.6017849648349,408,2,856.26,0.17,229.13
d6986787-3699-43c5-ab2d-bb621a72781e,d6986787-3699-43c5-ab2d-bb621a72781e-3,458,2024-05-14,2024-05-20,Second Class,"7608 SAGINAW DR, Austin TX 78754",30.3512734343836,-97.6017849648349,407,7,273.79,0.27,56.27
d6986787-3699-43c5-ab2d-bb621a72781e,d6986787-3699-43c5-ab2d-bb621a72781e-4,458,2024-05-14,2024-05-20,Second Class,"7608 SAGINAW DR, Austin TX 78754",30.3512734343836,-97.6017849648349,195,7,641.9,0.0,73.14
f18af684-9f1b-45a9-b439-d53726415c7a,f18af684-9f1b-45a9-b439-d53726415c7a-1,326,2023-11-10,2023-11-12,Same Day,"8511 GANTTCREST DR, Austin TX 78749",30.21061221191,-97.8672849962255,231,9,158.87,0.39,44.48
f18af684-9f1b-45a9-b439-d53726415c7a,f18af684-9f1b-45a9-b439-d53726415c7a-2,326,2023-11-10,2023-11-12,Same Day,"8511 GANTTCREST DR, Austin TX 78749",30.21061221191,-97.8672849962255,440,10,726.41,0.42,154.84
f18af684-9f1b-45a9-b439-d53726415c7a,f18af684-9f1b-45a9-b439-d53726415c7a-3,326,2023-11-10,2023-11-12,Same Day,"8511 GANTTCREST DR, Austin TX 78749",30.21061221191,-97.8672849962255,362,2,725.23,0.3,122.6
f18af684-9f1b-45a9-b439-d53726415c7a,f18af684-9f1b-45a9-b439-d53726415c7a-4,326,2023-11-10,2023-11-12,Same Day,"8511 GANTTCREST DR, Austin TX 78749",30.21061221191,-97.8672849962255,135,1,287.38,0.25,34.23
94ed1351-ff64-4ac4-b1ea-36ce88199ddc,94ed1351-ff64-4ac4-b1ea-36ce88199ddc-1,526,2023-11-13,2023-11-15,Second Class,"8530 SWEET CHERRY DR, Austin TX 78750",30.423569615093,-97.788559259721,339,8,352.05,0.03,79.84
94ed1351-ff64-4ac4-b1ea-36ce88199ddc,94ed1351-ff64-4ac4-b1ea-36ce88199ddc-2,526,2023-11-13,2023-11-15,Second Class,"8530 SWEET CHERRY DR, Austin TX 78750",30.423569615093,-97.788559259721,129,4,1352.16,0.19,502.27
b20878c6-7aa0-46c9-800b-4a3bba4b9787,b20878c6-7aa0-46c9-800b-4a3bba4b9787-1,213,2024-03-08,2024-03-12,Standard Class,"4630 KILLINGSWORTH LN, Pflugerville TX 78660",30.4076409552022,-97.6018694972014,77,8,1047.94,0.28,80.72
b20878c6-7aa0-46c9-800b-4a3bba4b9787,b20878c6-7aa0-46c9-800b-4a3bba4b9787-2,213,2024-03-08,2024-03-12,Standard Class,"4630 KILLINGSWORTH LN, Pflugerville TX 78660",30.4076409552022,-97.6018694972014,165,6,1140.16,0.23,272.51
b20878c6-7aa0-46c9-800b-4a3bba4b9787,b20878c6-7aa0-46c9-800b-4a3bba4b9787-3,213,2024-03-08,2024-03-12,Standard Class,"4630 KILLINGSWORTH LN, Pflugerville TX 78660",30.4076409552022,-97.6018694972014,229,7,969.33,0.48,79.75
b20878c6-7aa0-46c9-800b-4a3bba4b9787,b20878c6-7aa0-46c9-800b-4a3bba4b9787-4,213,2024-03-08,2024-03-12,Standard Class,"4630 KILLINGSWORTH LN, Pflugerville TX 78660",30.4076409552022,-97.6018694972014,474,4,674.84,0.14,233.82
b20878c6-7aa0-46c9-800b-4a3bba4b9787,b20878c6-7aa0-46c9-800b-4a3bba4b9787-5,213,2024-03-08,2024-03-12,Standard Class,"4630 KILLINGSWORTH LN, Pflugerville TX 78660",30.4076409552022,-97.6018694972014,469,9,674.47,0.37,117.65
4bd82227-4346-4839-9822-adaf39d27d24,4bd82227-4346-4839-9822-adaf39d27d24-1,164,2023-12-29,2024-01-02,Second Class,"10000 WOODHAVEN DR, Austin TX 78753",30.36061768179,-97.6774794163631,444,10,960.06,0.15,238.49
4bd82227-4346-4839-9822-adaf39d27d24,4bd82227-4346-4839-9822-adaf39d27d24-2,164,2023-12-29,2024-01-02,Second Class,"10000 WOODHAVEN DR, Austin TX 78753",30.36061768179,-97.6774794163631,128,3,518.04,0.26,153.15
4bd82227-4346-4839-9822-adaf39d27d24,4bd82227-4346-4839-9822-adaf39d27d24-3,164,2023-12-29,2024-01-02,Second Class,"10000 WOODHAVEN DR, Austin TX 78753",30.36061768179,-97.6774794163631,415,4,587.59,0.42,45.83
4bd82227-4346-4839-9822-adaf39d27d24,4bd82227-4346-4839-9822-adaf39d27d24-4,164,2023-12-29,2024-01-02,Second Class,"10000 WOODHAVEN DR, Austin TX 78753",30.36061768179,-97.6774794163631,494,8,338.57,0.21,105.92
f99a1970-f5ca-4fed-b563-68fef66ad46a,f99a1970-f5ca-4fed-b563-68fef66ad46a-1,899,2024-01-07,2024-01-11,Same Day,"206 SUNRISE RIDGE CV, Austin TX 78738",30.3287128866881,-97.9616150351537,60,5,66.27,0.34,17.27
f99a1970-f5ca-4fed-b563-68fef66ad46a,f99a1970-f5ca-4fed-b563-68fef66ad46a-2,899,2024-01-07,2024-01-11,Same Day,"206 SUNRISE RIDGE CV, Austin TX 78738",30.3287128866881,-97.9616150351537,265,1,682.95,0.08,192.89
f99a1970-f5ca-4fed-b563-68fef66ad46a,f99a1970-f5ca-4fed-b563-68fef66ad46a-3,899,2024-01-07,2024-01-11,Same Day,"206 SUNRISE RIDGE CV, Austin TX 78738",30.3287128866881,-97.9616150351537,422,5,328.4,0.26,86.17
d769bd5d-6973-4355-b1d6-c2728295d094,d769bd5d-6973-4355-b1d6-c2728295d094-1,750,2023-09-03,2023-09-06,Second Class,"2711 FRIAR TUCK LN, Austin TX 78704",30.2325388767646,-97.7524735368043,264,9,569.8,0.47,60.59
d769bd5d-6973-4355-b1d6-c2728295d094,d769bd5d-6973-4355-b1d6-c2728295d094-2,750,2023-09-03,2023-09-06,Second Class,"2711 FRIAR TUCK LN, Austin TX 78704",30.2325388767646,-97.7524735368043,266,8,678.46,0.13,273.01
d769bd5d-6973-4355-b1d6-c2728295d094,d769bd5d-6973-4355-b1d6-c2728295d094-3,750,2023-09-03,2023-09-06,Second Class,"2711 FRIAR TUCK LN, Austin TX 78704",30.2325388767646,-97.7524735368043,291,9,1029.74,0.38,91.35
d769bd5d-6973-4355-b1d6-c2728295d094,d769bd5d-6973-4355-b1d6-c2728295d094-4,750,2023-09-03,2023-09-06,Second Class,"2711 FRIAR TUCK LN, Austin TX 78704",30.2325388767646,-97.7524735368043,427,8,380.87,0.09,73.28
ab18a672-b493-46a1-ad68-b276da3ee6cc,ab18a672-b493-46a1-ad68-b276da3ee6cc-1,864,2024-04-14,2024-04-21,First Class,"14019 1/2 BURNET RD, Austin TX 78728",30.4426147328467,-97.6965398601801,471,4,223.03,0.24,28.75
ab18a672-b493-46a1-ad68-b276da3ee6cc,ab18a672-b493-46a1-ad68-b276da3ee6cc-2,864,2024-04-14,2024-04-21,First Class,"14019 1/2 BURNET RD, Austin TX 78728",30.4426147328467,-97.6965398601801,95,8,741.62,0.42,161.79
ab18a672-b493-46a1-ad68-b276da3ee6cc,ab18a672-b493-46a1-ad68-b276da3ee6cc-3,864,2024-04-14,2024-04-21,First Class,"14019 1/2 BURNET RD, Austin TX 78728",30.4426147328467,-97.6965398601801,285,5,939.63,0.25,335.06
ab18a672-b493-46a1-ad68-b276da3ee6cc,ab18a672-b493-46a1-ad68-b276da3ee6cc-4,864,2024-04-14,2024-04-21,First Class,"14019 1/2 BURNET RD, Austin TX 78728",30.4426147328467,-97.6965398601801,348,5,507.08,0.25,151.4
2870fd32-b115-4bac-8a5b-04a94d52ac1a,2870fd32-b115-4bac-8a5b-04a94d52ac1a-1,618,2024-01-22,2024-01-26,Second Class,"121 E NORTH LOOP BLVD, Austin TX 78751",30.3176812052352,-97.7214605823306,238,6,802.1,0.16,186.45
2870fd32-b115-4bac-8a5b-04a94d52ac1a,2870fd32-b115-4bac-8a5b-04a94d52ac1a-2,618,2024-01-22,2024-01-26,Second Class,"121 E NORTH LOOP BLVD, Austin TX 78751",30.3176812052352,-97.7214605823306,33,2,701.22,0.41,118.44
a06cd13b-ecc8-4109-bec5-042947339a61,a06cd13b-ecc8-4109-bec5-042947339a61-1,531,2024-07-17,2024-07-19,Same Day,"14302 TRASH PANDA TRL, Del Valle TX 78617",30.1108311339549,-97.6344390811455,167,4,775.44,0.17,230.84
a06cd13b-ecc8-4109-bec5-042947339a61,a06cd13b-ecc8-4109-bec5-042947339a61-2,531,2024-07-17,2024-07-19,Same Day,"14302 TRASH PANDA TRL, Del Valle TX 78617",30.1108311339549,-97.6344390811455,408,5,194.9,0.03,58.77
a06cd13b-ecc8-4109-bec5-042947339a61,a06cd13b-ecc8-4109-bec5-042947339a61-3,531,2024-07-17,2024-07-19,Same Day,"14302 TRASH PANDA TRL, Del Valle TX 78617",30.1108311339549,-97.6344390811455,28,9,1160.93,0.13,153.0
a06cd13b-ecc8-4109-bec5-042947339a61,a06cd13b-ecc8-4109-bec5-042947339a61-4,531,2024-07-17,2024-07-19,Same Day,"14302 TRASH PANDA TRL, Del Valle TX 78617",30.1108311339549,-97.6344390811455,134,8,647.41,0.04,68.16
822bacb1-03af-4b18-b217-e12fd36505f9,822bacb1-03af-4b18-b217-e12fd36505f9-1,423,2024-02-20,2024-02-25,Same Day,"4300 SINGLETON RD, Marble Falls TX 78654",30.4718280963461,-98.0664023892538,205,7,287.59,0.22,66.18
822bacb1-03af-4b18-b217-e12fd36505f9,822bacb1-03af-4b18-b217-e12fd36505f9-2,423,2024-02-20,2024-02-25,Same Day,"4300 SINGLETON RD, Marble Falls TX 78654",30.4718280963461,-98.0664023892538,21,7,580.15,0.39,87.36
822bacb1-03af-4b18-b217-e12fd36505f9,822bacb1-03af-4b18-b217-e12fd36505f9-3,423,2024-02-20,2024-02-25,Same Day,"4300 SINGLETON RD, Marble Falls TX 78654",30.4718280963461,-98.0664023892538,6,1,220.66,0.47,23.78
84104367-ff7e-4f4d-a768-d35daf547be7,84104367-ff7e-4f4d-a768-d35daf547be7-1,344,2024-07-10,2024-07-13,Second Class,"12505 UVALDE CREEK DR, Austin TX 78732",30.3547052872557,-97.9054692052055,487,5,393.39,0.07,166.53
84104367-ff7e-4f4d-a768-d35daf547be7,84104367-ff7e-4f4d-a768-d35daf547be7-2,344,2024-07-10,2024-07-13,Second Class,"12505 UVALDE CREEK DR, Austin TX 78732",30.3547052872557,-97.9054692052055,371,8,184.68,0.3,37.59
84104367-ff7e-4f4d-a768-d35daf547be7,84104367-ff7e-4f4d-a768-d35daf547be7-3,344,2024-07-10,2024-07-13,Second Class,"12505 UVALDE CREEK DR, Austin TX 78732",30.3547052872557,-97.9054692052055,104,3,729.77,0.14,223.19
84104367-ff7e-4f4d-a768-d35daf547be7,84104367-ff7e-4f4d-a768-d35daf547be7-4,344,2024-07-10,2024-07-13,Second Class,"12505 UVALDE CREEK DR, Austin TX 78732",30.3547052872557,-97.9054692052055,479,9,351.29,0.05,67.6
84104367-ff7e-4f4d-a768-d35daf547be7,84104367-ff7e-4f4d-a768-d35daf547be7-5,344,2024-07-10,2024-07-13,Second Class,"12505 UVALDE CREEK DR, Austin TX 78732",30.3547052872557,-97.9054692052055,215,9,89.19,0.15,34.23
c4c83cf6-d3bd-427a-9e62-5b8c85f8b7c0,c4c83cf6-d3bd-427a-9e62-5b8c85f8b7c0-1,385,2024-06-20,2024-06-25,Standard Class,"5905 TECHNI CENTER DR, Austin TX 78721",30.2769359587769,-97.671294826449,401,4,376.07,0.41,65.81
c4c83cf6-d3bd-427a-9e62-5b8c85f8b7c0,c4c83cf6-d3bd-427a-9e62-5b8c85f8b7c0-2,385,2024-06-20,2024-06-25,Standard Class,"5905 TECHNI CENTER DR, Austin TX 78721",30.2769359587769,-97.671294826449,450,1,933.43,0.3,314.94
c4c83cf6-d3bd-427a-9e62-5b8c85f8b7c0,c4c83cf6-d3bd-427a-9e62-5b8c85f8b7c0-3,385,2024-06-20,2024-06-25,Standard Class,"5905 TECHNI CENTER DR, Austin TX 78721",30.2769359587769,-97.671294826449,419,6,864.52,0.14,222.96
c4c83cf6-d3bd-427a-9e62-5b8c85f8b7c0,c4c83cf6-d3bd-427a-9e62-5b8c85f8b7c0-4,385,2024-06-20,2024-06-25,Standard Class,"5905 TECHNI CENTER DR, Austin TX 78721",30.2769359587769,-97.671294826449,441,9,923.02,0.03,200.31
c4c83cf6-d3bd-427a-9e62-5b8c85f8b7c0,c4c83cf6-d3bd-427a-9e62-5b8c85f8b7c0-5,385,2024-06-20,2024-06-25,Standard Class,"5905 TECHNI CENTER DR, Austin TX 78721",30.2769359587769,-97.671294826449,4,6,543.8,0.44,48.88
18eb5793-8747-4232-8fd8-e71f5751cb28,18eb5793-8747-4232-8fd8-e71f5751cb28-1,75,2023-10-30,2023-11-04,Second Class,"3701 GLASTONBURY TRL, Pflugerville TX 78660",30.4613655940972,-97.5670197069953,344,3,357.89,0.27,44.67
18eb5793-8747-4232-8fd8-e71f5751cb28,18eb5793-8747-4232-8fd8-e71f5751cb28-2,75,2023-10-30,2023-11-04,Second Class,"3701 GLASTONBURY TRL, Pflugerville TX 78660",30.4613655940972,-97.5670197069953,61,6,537.13,0.17,165.84
e3ec57ce-05a1-4ac7-8f21-3124e59674ce,e3ec57ce-05a1-4ac7-8f21-3124e59674ce-1,477,2024-03-06,2024-03-09,Same Day,"2811 PARKER LN, Austin TX 78741",30.2263154128296,-97.7407883351318,488,6,746.2,0.19,115.54
e3ec57ce-05a1-4ac7-8f21-3124e59674ce,e3ec57ce-05a1-4ac7-8f21-3124e59674ce-2,477,2024-03-06,2024-03-09,Same Day,"2811 PARKER LN, Austin TX 78741",30.2263154128296,-97.7407883351318,162,6,370.62,0.21,55.12
6a05c7b6-7935-4737-a8f1-37299bb5f5cf,6a05c7b6-7935-4737-a8f1-37299bb5f5cf-1,520,2024-03-26,2024-03-28,Same Day,"11024 TANGLERIDGE CIR, Austin TX 78736",30.2277121818552,-97.9555081207656,369,4,282.57,0.22,107.78
6a05c7b6-7935-4737-a8f1-37299bb5f5cf,6a05c7b6-7935-4737-a8f1-37299bb5f5cf-2,520,2024-03-26,2024-03-28,Same Day,"11024 TANGLERIDGE CIR, Austin TX 78736",30.2277121818552,-97.9555081207656,309,2,712.88,0.38,213.14
6a05c7b6-7935-4737-a8f1-37299bb5f5cf,6a05c7b6-7935-4737-a8f1-37299bb5f5cf-3,520,2024-03-26,2024-03-28,Same Day,"11024 TANGLERIDGE CIR, Austin TX 78736",30.2277121818552,-97.9555081207656,24,8,55.49,0.29,15.07
6a05c7b6-7935-4737-a8f1-37299bb5f5cf,6a05c7b6-7935-4737-a8f1-37299bb5f5cf-4,520,2024-03-26,2024-03-28,Same Day,"11024 TANGLERIDGE CIR, Austin TX 78736",30.2277121818552,-97.9555081207656,285,10,533.27,0.26,171.31
6a05c7b6-7935-4737-a8f1-37299bb5f5cf,6a05c7b6-7935-4737-a8f1-37299bb5f5cf-5,520,2024-03-26,2024-03-28,Same Day,"11024 TANGLERIDGE CIR, Austin TX 78736",30.2277121818552,-97.9555081207656,136,5,639.25,0.13,209.6
16c484ad-65f6-4be2-a580-ed8fe9e65984,16c484ad-65f6-4be2-a580-ed8fe9e65984-1,434,2023-12-27,2023-12-30,First Class,"16720 DEFENDORF DR, Pflugerville TX 78660",30.4514846883391,-97.552756823751,458,7,1294.37,0.21,455.09
16c484ad-65f6-4be2-a580-ed8fe9e65984,16c484ad-65f6-4be2-a580-ed8fe9e65984-2,434,2023-12-27,2023-12-30,First Class,"16720 DEFENDORF DR, Pflugerville TX 78660",30.4514846883391,-97.552756823751,422,8,1179.92,0.35,354.11
0b16ff45-7447-4cc9-97fd-577a571b9422,0b16ff45-7447-4cc9-97fd-577a571b9422-1,863,2024-04-13,2024-04-15,Second Class,"2409 ELMGLEN DR, Austin TX 78704",30.2484751206369,-97.7834166409763,239,7,75.78,0.43,10.4
0b16ff45-7447-4cc9-97fd-577a571b9422,0b16ff45-7447-4cc9-97fd-577a571b9422-2,863,2024-04-13,2024-04-15,Second Class,"2409 ELMGLEN DR, Austin TX 78704",30.2484751206369,-97.7834166409763,389,7,223.71,0.27,40.23
0b16ff45-7447-4cc9-97fd-577a571b9422,0b16ff45-7447-4cc9-97fd-577a571b9422-3,863,2024-04-13,2024-04-15,Second Class,"2409 ELMGLEN DR, Austin TX 78704",30.2484751206369,-97.7834166409763,432,6,355.22,0.28,87.32
0b16ff45-7447-4cc9-97fd-577a571b9422,0b16ff45-7447-4cc9-97fd-577a571b9422-4,863,2024-04-13,2024-04-15,Second Class,"2409 ELMGLEN DR, Austin TX 78704",30.2484751206369,-97.7834166409763,9,3,266.22,0.13,44.9
c684dc72-57d9-4150-8fae-ea83fa7fd245,c684dc72-57d9-4150-8fae-ea83fa7fd245-1,716,2023-12-09,2023-12-16,Standard Class,"5800 MACIVER DR, Austin TX 78754",30.3606965286657,-97.6187100602209,68,1,18.07,0.23,3.03
c684dc72-57d9-4150-8fae-ea83fa7fd245,c684dc72-57d9-4150-8fae-ea83fa7fd245-2,716,2023-12-09,2023-12-16,Standard Class,"5800 MACIVER DR, Austin TX 78754",30.3606965286657,-97.6187100602209,479,9,860.13,0.4,96.22
c684dc72-57d9-4150-8fae-ea83fa7fd245,c684dc72-57d9-4150-8fae-ea83fa7fd245-3,716,2023-12-09,2023-12-16,Standard Class,"5800 MACIVER DR, Austin TX 78754",30.3606965286657,-97.6187100602209,496,8,192.78,0.09,39.07
f1868e6f-f09c-4623-87de-94ecd035a096,f1868e6f-f09c-4623-87de-94ecd035a096-1,983,2024-04-16,2024-04-20,Second Class,"2503 ARMATRADING DR, CEDAR PARK TX 78613",30.4803871932891,-97.8538494927989,287,6,430.6,0.46,77.57
f1868e6f-f09c-4623-87de-94ecd035a096,f1868e6f-f09c-4623-87de-94ecd035a096-2,983,2024-04-16,2024-04-20,Second Class,"2503 ARMATRADING DR, CEDAR PARK TX 78613",30.4803871932891,-97.8538494927989,442,2,500.94,0.34,104.52
