order_id,customer_id,order_date,ship_date,ship_mode,delivery_address,delivery_lat,delivery_lon
6d5f4a98-26be-41e5-beb1-3c41770e8b94,14,2023-10-14,2023-10-21,First Class,"4905 RAFFEE CV, Austin TX 78731",30.3727733898405,-97.7715483662422
4be06acf-788f-486c-8a95-c14670d2d452,809,2023-08-30,2023-09-06,Second Class,"4901 TURNBACK, Leander TX 78645",30.4476754938618,-98.0009114276257
7bbcb6f1-f86b-47cd-8f52-06ee900a468d,382,2023-11-28,2023-12-05,First Class,"2109 FIRST VW, LEANDER TX 78641",30.5465559049109,-97.872030270357
74233a7d-e465-46a6-a830-be5946fe4def,741,2024-02-23,2024-02-24,Second Class,"11506 HILLTOP ST, Austin TX 78753",30.3827214798406,-97.6803490881315
8a973f44-9dc2-4d03-a27a-a34a8596346b,421,2024-06-01,2024-06-08,First Class,"1100 BRUS BND, Austin TX 78748",30.1693601221066,-97.8147977771557
f7becbb0-4bd8-4586-8c9a-e38cc23cdcbd,831,2024-03-13,2024-03-18,Same Day,"803 1/2 CAMINO LA COSTA, Austin TX 78752",30.3292230148979,-97.7049951440957
afed183d-e60b-42d6-adb5-e49fa5c8bb17,191,2023-09-10,2023-09-17,Second Class,"1820 GOLDILOCKS LN, Manchaca TX 78652",30.1300908699153,-97.8461920125685
edfe558a-dec3-41e8-bb59-57ea88715be6,575,2024-05-01,2024-05-04,Second Class,"7702 PENELOPE CIR, Austin TX 78759",30.4161106428497,-97.7799714976572
56c83160-4141-410a-848a-e226a81cf9d0,703,2024-04-30,2024-05-03,Standard Class,"40 HEDGEBROOK WAY, Austin TX 78738",30.3505907917246,-97.9828732917549
d60beefe-56fa-4ccd-b0c6-9519e0f2220b,607,2024-03-27,2024-03-28,Same Day,"3728 JOSH LN, Austin TX 78730",30.3639865637284,-97.8598460940701
701d47f0-0a58-43ff-b943-e7d84908a7df,668,2024-06-16,2024-06-23,Same Day,"6107 BULLARD DR, Austin TX 78757",30.3403028827042,-97.7481144717695
7e927afd-8781-49d1-a016-2baf23c2d3e2,560,2023-10-21,2023-10-26,Second Class,"4514 AVENUE D, Austin TX 78751",30.3101338377115,-97.7289332234115
2f0a0ba9-4c91-476f-a6df-00ccfbc26623,26,2023-10-08,2023-10-11,Standard Class,"13055 SCOFIELD FARMS DR, Austin TX 78727",30.4199328590045,-97.6836344948235
c3e07fae-3eeb-45ec-9145-20f074ab9fc4,885,2023-12-06,2023-12-09,Same Day,"2100 NOBLEMAN DR, Austin TX 78754",30.370839534968,-97.6510857490991
f8da0eba-84c9-4d9c-824d-06c3b1c886b8,834,2024-08-20,2024-08-22,Second Class,"9907 WESTMINSTER GLEN AVE, Austin TX 78730",30.3627921973793,-97.847857271713
31945c83-c24d-4de7-8b59-63c3357fb446,568,2024-05-30,2024-06-02,Standard Class,"5711 GLENHOLLOW PATH, Austin TX 78745",30.2054133540374,-97.7807859902438
86d16118-f04d-4e17-aa4b-f11be6c9dc38,766,2024-02-03,2024-02-07,Standard Class,"2615 SHERWOOD LN, Austin TX 78704",30.2340272811691,-97.7524971103939
e19b225c-2a8e-462f-ba95-6998ad6586c9,406,2023-10-21,2023-10-27,First Class,"5617 BAYTON LOOP, Austin TX 78745",30.2208483650762,-97.8079914928779
641b3d6f-81b2-496e-9bd0-6a7f6c3ddec3,864,2023-09-15,2023-09-17,Same Day,"9028 ELROY RD, Del Valle TX 78617",30.1219871003119,-97.634112675592
a684b266-b977-499c-a3f7-8469534d1358,700,2024-01-02,2024-01-08,Same Day,"5402 SHOAL CREEK BLVD, Austin TX 78756",30.3284736788045,-97.7460717818652
09287ebb-8809-45ea-a526-830508508252,610,2023-09-09,2023-09-10,First Class,"1153 KENTRA DR, Pflugerville TX 78660",30.4706488431029,-97.6400596188926
f7f7e433-431b-4497-a9e1-fc2c106d8158,841,2023-12-31,2024-01-01,Same Day,"2205 1/2 FORGETMENOT LN, Pflugerville TX 78660",30.4078122380181,-97.6265549406976
62317b65-dd24-4d43-ab96-f73ecae6813c,204,2024-05-03,2024-05-06,Second Class,"628 E OLTORF ST, Austin TX 78704",30.2370937898558,-97.7490813581542
2f3aaf4b-9b9d-4915-a43c-00e952fd994d,316,2023-10-09,2023-10-14,Same Day,"8605 INGRID DR, Elgin TX 78621",30.2768801993004,-97.460764514704
668ab527-13f6-4b3d-9a55-9d76801fac5b,501,2024-08-08,2024-08-13,Second Class,"813 KEVIN TAYLOR DR, Austin TX 78745",30.1877402849078,-97.79991092681
1ed92608-ac1f-4b0f-8f18-d1ccd857ace9,769,2023-10-29,2023-11-02,Same Day,"5214 MEDFORD DR, Austin TX 78723",30.2961224572726,-97.6804696968398
bc5ae4cd-424b-4ce0-9719-1f9834e67e94,389,2024-07-31,2024-08-02,Same Day,"108 BLUFF PARK CIR, Austin TX 78746",30.2913092038658,-97.8187613615815
419c49ab-16e1-46f8-bc78-8b4d1971cde2,104,2024-01-07,2024-01-11,Same Day,"3003 BELMONT CIR, Austin TX 78703",30.3000207896602,-97.7491808286057
8c881520-f384-45b7-85ed-1907238a9c88,623,2024-05-21,2024-05-22,First Class,"5311 HARVEST LN, Austin TX 78745",30.2094108608702,-97.7774045320884
a2a58e16-fbae-473a-8e5c-e6d56ac174a4,24,2023-11-13,2023-11-19,Same Day,"8200 BREEZE WAY, Leander TX 78645",30.4719905183337,-97.9513364398076
92237abd-e998-489e-aa31-58816c88e7f5,327,2024-08-19,2024-08-26,Second Class,"11500 GEMMER ST, Del Valle TX 78617",30.1593975727253,-97.6488835480447
14c22468-ba92-42fc-870d-39b6776f7b6e,596,2023-12-20,2023-12-22,Standard Class,"14405 RUBY ROSE PATH, Pflugerville TX 78660",30.4075167551779,-97.6095835641081
be28c05d-0493-4c91-9d12-45799d57d9c8,357,2024-02-14,2024-02-19,Standard Class,"7405 BRYNNER ST, Austin TX 78745",30.1898102922442,-97.7928848741895
4e3cc945-3e78-4b69-80de-289fd4412a5b,924,2024-08-14,2024-08-17,Same Day,"1403 JUSTIN LN, Austin TX 78757",30.3405312798637,-97.7269258633489
d8d534d3-acca-47a1-b9c3-fce5f25a9496,621,2023-10-18,2023-10-24,First Class,"11012 HILLSIDE DR, Austin TX 78736",30.2322290806317,-97.952159222946
d248344a-42a7-40a0-a26a-65cc053f0e61,678,2023-08-29,2023-08-31,Standard Class,"4610 WHIRLAWAY DR, Del Valle TX 78617",30.1811464571281,-97.6405818158555
4a3576b4-614f-4197-b7b7-57e3df3666fd,900,2023-12-17,2023-12-23,Second Class,"1006 1/2 E YAGER LN, Austin TX 78753",30.3918843038793,-97.6603318963161
6725304a-da88-4b45-a2e4-7f025bf7e700,933,2024-07-26,2024-07-29,First Class,"6003 LA NARANJA LN, Austin TX 78749",30.2130699530843,-97.8720941333872
26266404-30ca-4ecf-8438-51c7f4fe3d73,591,2024-05-23,2024-05-27,First Class,"6804 DOYAL DR, Austin TX 78747",30.1527884469687,-97.7399369649061
c4e21255-d2c5-4bd3-a18c-f5cf0018c50e,59,2024-08-27,2024-09-01,First Class,"12609 PALFREY DR, Austin TX 78727",30.4242080836898,-97.7060823104054
5250ac30-0899-4220-803f-710a7d33cec6,501,2023-10-28,2023-11-03,Second Class,"20921 AKBASH LN, Pflugerville TX 78660",30.4766006818846,-97.543216380362
f95b88cb-1d05-40d8-aadb-46b2c0c0006d,551,2024-03-03,2024-03-04,First Class,"1424 BERKSHIRE DR, Austin TX 78723",30.3165578698917,-97.6951325540661
29e37e91-bd8f-499c-a2cc-bea926b08b40,726,2024-08-16,2024-08-22,First Class,"821 SUSSEX DR, Austin TX 78745",30.205686754122,-97.7632420930693
5c531aae-2b36-4d44-b828-b81bce6c5dc0,111,2023-11-10,2023-11-12,Same Day,"12809 CARILLON WAY, Manor TX 78653",30.3419247360594,-97.5251923148035
38a146af-c516-4db6-915b-8378fbcf87f5,166,2024-07-11,2024-07-15,Standard Class,"13124 TRAVIS VIEW LOOP, Austin TX 78732",30.3896669531334,-97.891768271172
9c692baf-d6a5-408e-a6bc-a60ed05be545,836,2024-07-05,2024-07-06,First Class,"8318 GALLATIN DR, Austin TX 78736",30.2372851538428,-97.8979503601763
b42b75f9-a95a-48df-a72d-3934b85ac589,302,2024-06-28,2024-07-05,Standard Class,"12332 ZELLER LN, Austin TX 78753",30.3949897719813,-97.6619117508299
2a56a804-d0b8-4f73-b60c-c72e901e320c,67,2023-12-15,2023-12-22,Standard Class,"6908 WALEBRIDGE LN, Austin TX 78739",30.1889431653043,-97.8982574142219
c307aa65-15cc-491b-b02d-43487c5bbd61,662,2023-11-30,2023-12-01,Same Day,"5900 1/2 NASCO DR, Austin TX 78757",30.3358736343517,-97.7460513667521
e0abcfce-f1ef-4234-929b-6079357917ff,241,2023-12-31,2024-01-04,Standard Class,"3902 SKIPTON DR, Austin TX 78727",30.4163872656781,-97.7216989996986
eca03099-de80-4012-8968-b868496f4329,548,2023-09-12,2023-09-16,First Class,"8401 1/2 E BEN WHITE BLVD EB, Austin TX 78742",30.2212627326932,-97.6793894062353
c36c0a3e-a782-4d1f-a900-ac851ebdf732,485,2024-02-07,2024-02-12,Same Day,"15915 DECKER LAKE RD, Austin TX 78724",30.2653435429869,-97.5668055863608
29719a7a-f619-4a8c-a2cb-4d143304cf3e,634,2024-07-27,2024-07-30,Standard Class,"50 WOODSTONE SQ, Austin TX 78703",30.3110056050221,-97.7673792400928
2a46ff00-06f2-498c-8afd-eabceb13a3ee,101,2024-08-16,2024-08-22,First Class,"11212 PARKFIELD DR, Austin TX 78758",30.3859021089933,-97.6962609880816
8c8d1f4d-a8e0-4277-b6df-04f17d146382,101,2023-10-30,2023-10-31,Standard Class,"1408 RIVERCLIFF DR, Spicewood TX 78669",30.4104030373786,-98.0890751950852
4ad4c5dd-dfb9-4e8d-92e3-021834388978,726,2024-06-14,2024-06-18,Standard Class,"1527 NATURAL BRIDGE LN, Pflugerville TX 78660",30.4591838402812,-97.6565285398959
46eb9a48-81cb-4c47-a314-d13b781bc447,860,2024-02-09,2024-02-16,Standard Class,"22621 FOUNTAINGRASS LN, Marble Falls TX 78654",30.4859740182778,-98.0032050753794
fe7f0221-0dc5-4e9a-a9e5-f489b0fe1d96,648,2024-05-04,2024-05-08,First Class,"11617 CARBROOK RD, Manor TX 78653",30.3714976730913,-97.5297055316393
9aefcca4-e2dd-468a-bf7b-c51d5764be9e,590,2024-02-22,2024-02-29,First Class,"10721 DESERT WILLOW LOOP, Austin TX 78748",30.1470868151853,-97.804961604782
31fa817e-5ebc-41c0-910d-0ced453ac160,895,2024-02-28,2024-03-02,Second Class,"15010 FM 812 RD, Del Valle TX 78617",30.1111646021141,-97.6233455916658
39fc311e-25a1-4c59-8a57-bb2978d162b6,730,2024-08-10,2024-08-12,First Class,"6017 PIRUN CT, Austin TX 78735",30.2599348262221,-97.8449756227069
20ce738d-d6bf-41f2-bccd-d4df541836f5,705,2024-06-23,2024-06-24,First Class,"4809 WOODVIEW AVE, Austin TX 78756",30.3214349479002,-97.7433184994183
3767a75e-4d55-4620-be5f-49ab96b77307,223,2023-09-10,2023-09-15,First Class,"13312 BETTY FORD ST, Manor TX 78653",30.3629210862798,-97.5222143403478
5e96d25c-220e-42dd-ab03-2f7751442d04,494,2024-07-31,2024-08-06,First Class,"2203 E 5TH ST, Austin TX 78702",30.2590965967093,-97.7188575008942
67f8e01a-e852-4ebc-b889-9095a211e6a3,316,2023-09-17,2023-09-22,Second Class,"8506 PUTNAM DR, Austin TX 78757",30.3624405629528,-97.7219172750413
aeed7218-206a-4680-bbdc-572c297b7708,576,2023-11-05,2023-11-11,Standard Class,"301 N ANGEL LIGHT DR, Spicewood TX 78669",30.4029406523704,-98.0194598658667
25865969-7bd8-4675-870d-6c0f73479a77,799,2024-03-22,2024-03-26,Second Class,"5708 TRAVIS GREEN LN, Austin TX 78735",30.2529637580579,-97.8448235846417
7a8405cc-fb06-4a47-b14b-c0f822c1acdf,408,2024-06-25,2024-07-01,First Class,"1516 CATALAN RD, Austin TX 78748",30.1508015781858,-97.8359749239716
1cb94ad6-7b0b-4048-8a5f-3e2b5b3d5f94,121,2023-09-10,2023-09-14,Second Class,"10801 LAKE PARK DR, Dripping Springs TX 78620",30.2698738091784,-98.0493403951101
8b89a743-5b78-42ca-903b-0824cee5de94,590,2024-06-26,2024-07-02,Standard Class,"11325 BASTOGNE LOOP, Austin TX 78739",30.1930877717545,-97.9100031731243
782daf3d-7078-4f90-97da-d1776506009b,294,2024-05-18,2024-05-20,Standard Class,"14703 FITZGIBBON DR, Austin TX 78725",30.2334028573752,-97.5871638388451
a52e96d9-3a45-41c4-8cf6-5e5535b79340,158,2024-06-03,2024-06-10,First Class,"10901 STONELAKE BLVD, Austin TX 78759",30.3999422361172,-97.7369511643276
d99948e1-95ef-492c-8931-5da1b006d8ed,435,2024-04-09,2024-04-14,First Class,"2323 SANTA ROSA ST, Austin TX 78702",30.2577514699074,-97.7168266696499
51a8c8d8-11a6-41c2-b163-46d133a73327,977,2024-05-07,2024-05-10,Same Day,"12320 INDIAN MOUND DR, Austin TX 78758",30.4060462020195,-97.6790852744094
eda7ba9e-7ce8-4a46-958c-182b33c47b06,855,2023-12-19,2023-12-23,Standard Class,"8303 SHENANDOAH DR, Austin TX 78753",30.3447055102255,-97.6923388088038
18452167-dcbb-4373-bc85-44370d26fc47,733,2024-02-20,2024-02-21,Same Day,"3123 SORIN ST, Austin TX 78723",30.2928399901612,-97.6915918021529
8c227733-6acb-45df-9f16-fd459fddf2ec,247,2023-10-09,2023-10-12,First Class,"8504 ELROY RD, Del Valle TX 78617",30.1310112498045,-97.6234503990083
864496c9-9aa4-40af-b84d-e761bdf0f5f7,31,2024-05-22,2024-05-23,First Class,"6904 DEEP CIR, Austin TX 78744",30.1802197199421,-97.757948267201
76f38583-b90b-494d-ba31-6f9cd023f551,805,2024-06-04,2024-06-07,First Class,"1703 GUADALUPE ST, Austin TX 78701",30.2798698183132,-97.742084029165
88d35bd6-69e5-4e24-8f12-8ac6ac490ea3,880,2024-01-24,2024-01-26,Standard Class,"8504 ADIRONDACK TRL, Austin TX 78759",30.3814521437172,-97.7610365763332
0a536300-e67d-45f5-89ed-82dcef80c0e1,769,2023-09-30,2023-10-01,First Class,"8200 NEELY DR, Austin TX 78759",30.3771850309847,-97.7589140657259
6c1767ae-52d0-4d9c-aa00-2a124ede6837,192,2024-06-21,2024-06-22,Second Class,"24016 COLORADO CANYON DR, Marble Falls TX 78654",30.4574922257717,-98.0492179583301
ae300ea7-a29f-4d64-9851-395a27dc49f8,575,2024-05-15,2024-05-22,Second Class,"4510 FAIRVIEW DR, Austin TX 78731",30.3239678887469,-97.7616361442931
37ddbbf6-1232-4822-9ad4-ed2cd4eda189,649,2024-06-30,2024-07-03,Second Class,"5000 HIDDEN CREEK LN, Spicewood TX 78669",30.3454812500852,-98.0449237103364
c21c279e-ed7d-432e-89f2-6b1187197cb0,416,2023-11-05,2023-11-10,First Class,"102 E GARRETT RUN, Austin TX 78753",30.3670387300742,-97.6887393834279
97452692-553f-42fa-90ac-96d0931754b0,244,2024-02-22,2024-02-27,Standard Class,"3301 MOSSY GROVE CT, CEDAR PARK TX 78613",30.4550224306518,-97.8583994974422
2583ff5f-4e9f-42d6-859e-c113278e22a7,248,2024-08-24,2024-08-31,Standard Class,"15400 DELAHUNTY LN, Pflugerville TX 78660",30.4417059567155,-97.6506804085816
3e4c185d-dbbf-4e7b-9cb3-2ad2f7340f96,817,2023-11-16,2023-11-23,Second Class,"2709 GRENNOCK DR, Austin TX 78745",30.2026087556557,-97.8201702657984
e74d755f-e17b-4799-964b-48b5d11be3be,220,2023-09-14,2023-09-19,Second Class,"2514 ALLRED DR, Austin TX 78748",30.174082747955,-97.8311328348086
5c3dea9e-3f5c-4714-8c63-30474a4f1f17,311,2024-05-17,2024-05-22,Standard Class,"1607 CLIFFWOOD DR, Austin TX 78733",30.3438647010293,-97.8736767969329
9b523b2b-46d7-485d-a8d9-dcf22deb328a,876,2024-06-05,2024-06-12,Second Class,"12612 STONEY RIDGE BND, Del Valle TX 78617",30.1593439050677,-97.6333599197233
7c66825f-7b4d-4bd5-84df-94da1d5b871e,252,2024-07-25,2024-07-28,First Class,"1709 LOYAL FRIEND DR, LEANDER TX 78641",30.5455082561906,-97.8694543324152
6841021e-0721-4ad7-a19a-db91b37a2a9a,732,2024-03-04,2024-03-10,Same Day,"14000 HEIDHORN DR, Pflugerville TX 78660",30.4000003561228,-97.6153611273669
b34e7ca2-3e12-49eb-a241-cd68641d834d,895,2024-02-03,2024-02-04,Same Day,"5303 BASSWOOD LN, Austin TX 78723",30.2963037828236,-97.6764766898935
94cfd069-9e4d-4f9c-b797-1e3d16aa1424,264,2024-05-21,2024-05-26,Same Day,"8704 BRIDGEPORT DR, Austin TX 78758",30.3575497090474,-97.7027725917085
6cefff63-8f50-44c4-a061-824eb12a0a50,850,2024-05-19,2024-05-21,First Class,"10109 WOODSTOCK DR, Austin TX 78753",30.3621531443149,-97.6759218724077
b821c501-3c94-404d-bf03-5d8b8d369464,859,2024-01-22,2024-01-29,Standard Class,"700 W 35TH ST, Austin TX 78705",30.3021480973381,-97.7408003752515
7c573116-b641-4e23-9f56-2c4f15993797,781,2024-05-29,2024-06-01,Standard Class,"8106 CROFTWOOD DR, Austin TX 78749",30.2035588836123,-97.8415643880948
f4196a71-c829-4094-84e2-864a248fe27d,836,2024-01-06,2024-01-09,Standard Class,"7002 TREASURE CV, Austin TX 78745",30.1982139639105,-97.8004982462411
138244c9-6609-4eac-bb72-35e8b74935b7,734,2024-05-19,2024-05-26,First Class,"1117 TETBURY LN, Austin TX 78748",30.1836015910354,-97.8048704311705
27000b24-dd7d-40a8-9fbf-3ad312474e00,886,2023-09-04,2023-09-09,Standard Class,"3104 1/2 WEBBERVILLE RD, Austin TX 78702",30.2676241332421,-97.7078063220644
dffdbe01-f7b2-4378-9e09-e24867eb4efb,371,2024-08-06,2024-08-12,First Class,"11575 MOUNTAIN TOP CIR, Leander TX 78641",30.5053040992733,-97.9435045166305
7a62348e-71f9-494d-bf15-bf273dca57cb,340,2024-06-24,2024-06-28,Same Day,"268 BALDOVINO SKWY, Austin TX 78738",30.3457903507496,-98.0126374092189
94f4c6fc-0005-4fca-87fd-efddcb90ac22,505,2024-03-17,2024-03-24,First Class,"6210 AUGUSTA NATIONAL DR, Austin TX 78746",30.2853876173301,-97.8391243005767
8a70858f-4bd5-4eb2-88bb-e68bf3051251,634,2023-09-14,2023-09-20,Same Day,"8118 RIPPLEWOOD DR, Austin TX 78757",30.3580092430755,-97.7240559086112
038969c8-fd1c-45de-a52e-7c741279238a,861,2023-12-11,2023-12-18,Second Class,"609 W ELIZABETH ST, Austin TX 78704",30.2509165393275,-97.7556128154473
5fa42141-0322-4af6-a307-1782df28e842,840,2024-03-31,2024-04-01,Standard Class,"5601 LIBYAN CIR, Austin TX 78745",30.211684844188,-97.7905025986499
898795c7-87fc-4bbc-a3fe-f8014af3fb63,692,2023-10-12,2023-10-19,Standard Class,"3312 NIGHTHAWK DIVE LN, Pflugerville TX 78660",30.473877251651,-97.5628841526847
05178425-94e5-4d5b-8ee1-2106e2cf9651,981,2023-10-17,2023-10-18,Standard Class,"12911 BRIARCREEK LOOP, Manor TX 78653",30.3239210313785,-97.5289694116713
9bdeef06-9499-45c2-8662-e00f06110709,153,2024-07-25,2024-07-30,First Class,"13904 HYMILL DR, Pflugerville TX 78660",30.4068537602091,-97.6297641900164
0fc18d6c-16f7-4554-94e1-2d0c0a5d4059,768,2024-08-17,2024-08-20,Second Class,"11006 SPICEWOOD PKWY, Austin TX 78750",30.4358266533473,-97.8004563470196
8ebb48eb-9973-4aa9-b478-4d49736cfca5,179,2023-08-31,2023-09-07,Second Class,"2222 WILLOW CREEK DR, Austin TX 78741",30.2299062429093,-97.731108508245
6614635d-c46b-4422-a0df-7b6b6010a8b0,854,2024-05-27,2024-05-29,Same Day,"3524 GREAT KNOT PASS, Pflugerville TX 78660",30.4731556070847,-97.5573042107035
83b9347c-4af6-47bc-939b-b91dfc9d243b,932,2024-07-12,2024-07-15,Same Day,"2511 W PARMER LN, Austin TX 78758",30.4184934437646,-97.7029444897281
4b05aa7d-cbc8-4020-b080-a2abde60868c,156,2024-01-26,2024-01-27,Second Class,"11317 LOST MAPLES TRL, Austin TX 78748",30.1541994826336,-97.8321693370346
c873c3ab-2743-4831-94ba-05f445cfa953,14,2023-09-01,2023-09-02,Same Day,"3013 PUEBLA DR, Del Valle TX 78617",30.2055039639661,-97.6353596548857
d19494f6-f91f-426c-8858-80b20d7819ed,734,2024-06-20,2024-06-25,Same Day,"505 PADRES PL, Austin TX 78738",30.3306260231899,-98.0069676707436
4a7d2a14-62c5-414e-bf40-dc1255e11000,499,2023-09-22,2023-09-29,Standard Class,"18200 BASKET FLOWER BND, Elgin TX 78621",30.3477456691504,-97.4292896725625
941ea3e3-9f60-4a85-8b69-337384388f16,230,2024-04-22,2024-04-24,First Class,"4401 1/2 NORMAN TRL, Austin TX 78749",30.193018804711,-97.8589046614489
8c3f625b-ba6a-409e-a1dc-1d1191fb732d,705,2024-02-22,2024-02-29,First Class,"2405 NUECES ST, Austin TX 78705",30.2882373886971,-97.7428679430993
88e15c95-f8e4-4a11-a1f2-73ce6da6e742,67,2023-10-28,2023-10-31,Standard Class,"1307 HENRY DAVID DR, Pflugerville TX 78660",30.4529380962267,-97.6128189319438
8b2c828a-7274-45b9-bfd2-0e07f0e58b09,979,2024-05-24,2024-05-30,Second Class,"2606 W 35TH ST, Austin TX 78731",30.3103829891056,-97.7621546141459
5171538f-dd33-4997-ab98-3ef852af89ed,30,2024-02-27,2024-03-02,Same Day,"1711 FORT VIEW RD, Austin TX 78704",30.2295001110487,-97.7849065867066
8a755271-d681-495a-9b52-f51966843abc,432,2024-04-23,2024-04-27,Second Class,"3822 1/2 WESTLAKE DR, Austin TX 78746",30.3264413869097,-97.7808924163505
7dd32446-b3a5-400e-a12a-38e0453ad0e8,519,2023-12-16,2023-12-18,First Class,"4716 HICKORY HOLW, Austin TX 78731",30.3468634019486,-97.7806993153953
ebd702ff-616d-4c43-8e81-41a4102bfa4a,456,2024-02-28,2024-03-01,First Class,"4701 MISTY SLOPE LN, Austin TX 78744",30.1775460517847,-97.754924405004
ab85003c-0789-419b-b26e-7a153541a36a,423,2024-01-19,2024-01-23,Standard Class,"505 NEWHALL CV, Austin TX 78746",30.3047265520261,-97.8463645142559
943b6f6a-6088-4bfc-adfe-5ae6586909ac,1,2024-03-23,2024-03-25,Standard Class,"18002 CROFTON CV, Austin TX 78738",30.3258521157711,-98.0247282649208
544562c5-ef05-4fe5-bd27-c659a29addd3,528,2024-01-03,2024-01-09,Standard Class,"621 MARINA VILLAGE CV, Austin TX 78734",30.3738599907447,-97.9858001862069
