order_id,customer_id,order_date,ship_date,ship_mode,delivery_address,delivery_lat,delivery_lon,delivery_h3,total_sales,total_quantity,total_profit
ae2281a4-fa93-4eda-bb0d-7c749e88a9b6,154,2023-08-30,2023-09-01,"Standard Class","2321 TUCKER LN, Austin TX 78754",30.36201395,-97.66081908,631781452219624447,1304.18,25,185.55
2505166a-7ec3-4840-8c1f-eee164098d7b,897,2024-01-22,2024-01-24,"Standard Class","4000 BURNET RD, Austin TX 78756",30.30991109,-97.74537862,631781457343858175,98.12,5,27.42
f814b36e-a9a0-4f38-9ed3-207589c5dcd3,214,2024-06-03,2024-06-09,"First Class","1203 CULLERS CV, Austin TX 78745",30.19701323,-97.79833241,631781457468698111,1175.04,4,384.59
ae68fe07-592f-4bbe-816f-30fe333353c1,165,2023-09-22,2023-09-26,"Second Class","3708 SOFT SHORE LN, Pflugerville TX 78660",30.45177354,-97.57297761,631781455286195711,2738.31,22,374.42
c31bf4bd-2383-4190-be15-b53652dd49fc,856,2024-01-08,2024-01-14,"Standard Class","1901 HOLIDAY HILLS CV, Austin TX 78732",30.35335412,-97.88621258,631781085141120511,3211.84,19,756.20
f52de18d-fffe-49dd-96c5-6695537eaeae,298,2024-05-19,2024-05-26,"Same Day","8209 CITY TOP BLVD, Austin TX 78724",30.30376360,-97.62578363,631781452083007999,1575.22,11,156.35
696d59a1-cea9-4e17-bc94-69a95095ab8a,513,2023-12-20,2023-12-23,"First Class","21811 OSAGE LN, Leander TX 78645",30.43008770,-98.02652495,631781086153797119,348.18,10,68.59
3838d027-899c-4f2b-b4d2-dea9ee7ec592,978,2024-03-19,2024-03-20,"Same Day","21800 POPE DR, Leander TX 78645",30.43259676,-98.02331729,631781086161231359,2738.72,26,721.28
b6c30bf3-f1e4-4430-94b4-dec949930ab3,792,2024-02-06,2024-02-10,"Second Class","2904 WANAKAH RIDGE CV, Cedar Park TX 78613",30.46054833,-97.84395138,631781453258425343,1390.89,9,542.76
41d45c00-cc34-4571-8282-0e2794c6794f,807,2024-06-07,2024-06-11,"Same Day","1708 PAYNE AVE, Austin TX 78757",30.33754710,-97.73315550,631781457273494015,3833.51,37,1078.08
2f233f36-7f87-4722-99bd-4356209461f3,967,2023-11-08,2023-11-10,"Same Day","4116 VESPA CV, LEANDER TX 78641",30.52594092,-97.90356938,631781052132957183,1346.61,9,235.19
5caf1a73-8837-467e-848e-5ac9010b84c6,440,2024-08-08,2024-08-14,"Standard Class","19320 BERRINGER DR, Pflugerville TX 78660",30.44955667,-97.53642640,631781455532157951,4198.43,14,767.93
75824cf4-f622-44c0-a1fc-d4e2fcf4df47,9,2024-01-22,2024-01-25,"Same Day","2301 NATHAN DR, Austin TX 78728",30.44938598,-97.67757403,631781452838785535,372.11,7,58.37
05ab99dc-1324-48a1-9ba1-9c1ca198f95a,884,2024-02-15,2024-02-17,"Same Day","7517 EASTCREST DR, Austin TX 78752",30.33922308,-97.70702428,631781457300874239,2282.54,14,599.48
5766c986-99f3-488c-b0fe-bf0cfac1b14e,996,2023-11-19,2023-11-22,"Second Class","7616 LOHMANS FORD RD, Leander TX 78645",30.47279527,-97.97699746,631781085717739519,1673.33,4,535.72
544f9bb3-75c0-45ee-b230-447aad26bed2,453,2024-06-07,2024-06-10,"First Class","1910 E 10TH ST, Austin TX 78702",30.26496377,-97.72023855,631781457224379903,837.34,3,211.31
a181cb4e-0aa6-49c5-a608-aeb1ff44a41b,252,2024-01-19,2024-01-25,"Same Day","1702 MARIPOSA DR, Austin TX 78741",30.23631291,-97.73658038,631781457691030527,1515.05,15,315.04
70f96c22-69f8-4c8e-b69e-d161458d2781,998,2023-10-23,2023-10-24,"Second Class","3222 1/2 FEATHERGRASS CT, Austin TX 78758",30.39520395,-97.72786927,631781453398644223,1818.27,30,419.73
c1dc0d05-394a-4d45-b51a-d01cd63887e4,497,2024-02-25,2024-02-28,"Second Class","20914 HIGHLAND LAKE DR, Leander TX 78645",30.42117095,-98.01600347,631781086257748479,573.34,2,251.31
0732c4a4-b01e-4ee7-821b-1cd421e491c9,195,2024-02-08,2024-02-14,"Second Class","514 TERRACE DR, Austin TX 78704",30.24241003,-97.74716598,631781457685986303,1355.25,17,312.88
9dc8ac6a-5703-402b-8af7-4c24b968b990,239,2023-10-24,2023-10-28,"First Class","3612 TOR LN, Pflugerville TX 78660",30.46221012,-97.56852941,631781455292374527,1195.25,11,178.67
dd018491-ac37-4dc5-9a69-8df101103793,455,2024-02-12,2024-02-18,"Standard Class","5812 1/2 JAIN LN, Austin TX 78721",30.26152378,-97.68402712,631781457243785215,876.74,5,78.97
477ad058-e879-4a83-90d2-89eace943523,108,2024-07-26,2024-07-28,"First Class","4211 1/2 ESKEW DR, Austin TX 78749",30.20826763,-97.84681727,631781088946216447,424.31,10,29.40
c684c994-3d22-421f-a74c-f2bf7fe8267d,626,2024-03-04,2024-03-10,"Standard Class","7020 DERBY DOWNS DR, Austin TX 78747",30.14945814,-97.73898148,631781489579798015,1931.12,26,363.47
37cdd9d4-9346-478f-a8e3-1e790e103c95,743,2023-12-04,2023-12-07,"Second Class","3005 RAE DELL AVE, Austin TX 78704",30.24571862,-97.78600860,631781457454483455,2254.67,25,596.30
502b761b-f472-4712-870e-7473c1383a18,84,2024-08-27,2024-09-02,"Second Class","4900 HILLDALE DR, Austin TX 78723",30.28835307,-97.67080947,631781457165083135,2659.86,13,613.98
1fba26c7-0c75-42aa-a9aa-9fd65ea6183d,831,2024-02-28,2024-03-02,"Standard Class","5513 W US 290 HWY EB, Austin TX 78749",30.23603762,-97.84229923,631781088877926911,671.60,14,138.96
1ec45fc9-fb47-4c42-a190-9fddf55963b2,312,2024-01-23,2024-01-27,"Standard Class","10506 RIDGEVIEW CIR, Dripping Springs TX 78620",30.27454560,-98.05292506,631781082935159295,2300.11,38,448.24
db32d5eb-bcef-483d-8593-199e8c4cb7d0,719,2024-04-11,2024-04-12,"Second Class","6403 SAM MAVERICK PASS, Austin TX 78749",30.22075909,-97.87593045,631781088849144319,2293.69,29,607.79
ba773b5d-9d3a-4c87-bcf0-83051b293b7a,726,2024-01-01,2024-01-04,"First Class","6715 MOUNTAIN TRL, Austin TX 78732",30.41750129,-97.88746782,631781084752006143,1852.09,17,477.69
62ec4f01-47a1-41e3-a57e-6bb5bd990a67,890,2023-12-31,2024-01-06,"Second Class","6701 PLAINS CREST DR, Del Valle TX 78617",30.16196457,-97.63676799,631781455886583807,2295.20,11,301.99
b5273fd4-fb56-48f1-b445-78bf1c1880f0,693,2024-05-01,2024-05-04,"First Class","13509 MOURA CV, Pflugerville TX 78660",30.39343029,-97.61751875,631781451673768447,1397.14,14,214.74
6ebb4e62-d683-4cef-b150-de613b1631c3,655,2023-09-30,2023-10-03,"First Class","900 E CESAR CHAVEZ ST, Austin TX 78702",30.26116398,-97.73530922,631781456968035839,322.04,6,82.26
1de91409-eb95-4061-a81b-a0f3ed5f23d7,884,2024-01-27,2024-01-30,"First Class","16709 CHATEAU JULIEN LN, Pflugerville TX 78660",30.41938958,-97.56568911,631781451958624767,2880.10,14,702.83
2bf767e1-c6b0-4468-afde-ef4ed798cdd8,87,2024-02-18,2024-02-25,"Second Class","1528 MORNING MOON CIR, Austin TX 78732",30.33730087,-97.91626266,631781084853132287,863.16,1,113.02
45ab0143-a88c-47b4-b3e5-892accf34132,89,2024-06-27,2024-06-29,"First Class","1306 CLIFFORD AVE, Austin TX 78702",30.27746065,-97.70701799,631781457142111231,1106.06,12,228.52
0b9fb4b5-703a-42a1-a879-8bcf81f8b2d2,364,2024-07-07,2024-07-10,"Second Class","4504 1/2 GAINES RANCH LOOP, Austin TX 78735",30.24169784,-97.81830961,631781457424493567,1428.62,11,209.37
96cd3e8d-d7c4-43b7-a480-887df1e7bfff,748,2024-03-11,2024-03-15,"Same Day","7903 WYCOMBE DR, Austin TX 78749",30.20534685,-97.83924002,631781088942941183,691.18,8,56.00
a3c1827b-3c0b-452f-b3b8-cd5cc0e732e6,893,2024-02-22,2024-02-23,"First Class","2401 MAGIN MEADOW DR, Austin TX 78744",30.17970432,-97.76258466,631781489537849855,4863.83,39,1167.65
f2b6e2aa-25e1-4be5-97ca-6720c9e9a223,485,2023-12-29,2024-01-05,"Standard Class","19608 COPPER POINT CV, Pflugerville TX 78660",30.47787771,-97.58589194,631781455309671935,1698.22,11,164.12
f2421103-7109-4fbb-aa2c-134dd225fc8e,450,2023-09-06,2023-09-09,"Standard Class","910 JEWELL ST, Austin TX 78704",30.25199866,-97.75909406,631781456934562303,3820.09,16,925.70
44f66dc6-f6a5-4173-aa24-406df9377c7a,111,2024-03-25,2024-03-28,"First Class","12108 CASCADE CAVERNS TRL, Austin TX 78739",30.15316214,-97.86215271,631781489302738943,5238.00,34,979.23
43c91e77-5e4c-463a-bcd4-fdb5d00a42bb,798,2024-08-17,2024-08-24,"Same Day","1463 1/2 REDBUD TRL, Austin TX 78746",30.29453958,-97.82071518,631781457590422527,679.98,6,256.86
1a6fc3d6-00ae-4a0b-b05a-cf301585c636,630,2023-09-22,2023-09-26,"Standard Class","3913 MARGARITA ST, Austin TX 78723",30.29223189,-97.69244414,631781457191850495,1699.28,7,307.50
53ef4b17-f3ca-4982-bb30-f9bad8715099,640,2024-01-26,2024-01-27,"Second Class","7001 COZETTE CT, Del Valle TX 78617",30.15917340,-97.65065348,631781455882006015,469.80,8,147.93
ff75f4f9-2c2f-44cc-b9b9-e860be76cd91,239,2024-03-06,2024-03-10,"Same Day","4508 HANK AVE, Austin TX 78745",30.22206858,-97.78158176,631781457443259391,2188.27,14,494.87
9b985cc6-6984-401a-b241-bee866c7beec,616,2023-09-01,2023-09-02,"Same Day","2512 OUTLOOK RIDGE LOOP, LEANDER TX 78641",30.53379557,-97.87310680,631781052166707199,3727.78,39,1047.59
67851bed-3f81-4e8a-8507-384c5edea6b0,818,2023-12-20,2023-12-26,"Second Class","13823 GEELONG DR, Pflugerville TX 78660",30.39647565,-97.61457784,631781451672792575,1789.67,20,370.80
9d848ccc-a196-4a77-8db2-350c8139f760,143,2024-01-28,2024-02-03,"Standard Class","19020 WANDERING VINE CV, Pflugerville TX 78660",30.46429673,-97.58057502,631781455289029631,2715.11,8,447.76
eb615381-13d0-4fbf-98b6-9d5699db4fc0,430,2023-09-06,2023-09-09,"Second Class","8804 CLAREWOOD DR, Austin TX 78758",30.36285824,-97.71326795,631781453451641343,1419.95,13,397.45
05bba2a0-ad22-4462-a863-3cf9888086b7,93,2024-02-05,2024-02-06,"Second Class","2412 CRAZYHORSE PASS, Austin TX 78734",30.38084093,-97.92829118,631781084285463551,1253.29,9,371.96
180ec9f1-db75-4a3b-85ba-b3cf02eaed45,685,2023-12-18,2023-12-21,"Same Day","3701 CURIOUS PATH, Austin TX 78723",30.28679632,-97.69651270,631781457134290943,157.76,3,14.54
4e580d6e-b00a-479b-9aec-248b4b532860,492,2024-08-26,2024-08-31,"First Class","8232 CANOGA AVE, Austin TX 78724",30.28520172,-97.63542407,631781452062351871,2578.04,36,458.07
37e4ac55-d61b-4973-a816-39c4d17a89fd,99,2024-06-14,2024-06-20,"Standard Class","3392 S EL DORADO, Austin TX 78734",30.35982054,-97.97463347,631781085058439679,968.51,22,145.00
e136ab95-e29a-48ea-801b-9ffef72a98dc,544,2024-04-15,2024-04-18,"Second Class","900 E LIVE OAK ST, Austin TX 78704",30.23908311,-97.74612504,631781457685787135,1730.47,18,343.69
c2bb34a2-9687-4d9c-b8ed-db1f1cce9d55,972,2024-01-09,2024-01-13,"Standard Class","1721 CAMAS DR, Austin TX 78728",30.44313697,-97.67089051,631781452836539391,2010.92,31,303.83
77945ed9-6881-45aa-8cb3-f23ce48602aa,933,2023-09-29,2023-09-30,"Second Class","7644 1/2 DELWAU LN, Austin TX 78725",30.26354642,-97.66471938,631781457236462591,1354.91,15,262.19
b9082d9f-d60b-40fd-8398-607cbd536be2,92,2024-08-23,2024-08-25,"First Class","2207 NORTHLAND DR, Austin TX 78756",30.33281023,-97.74249313,631781457276864511,778.10,7,147.74
7683465e-39a7-47d0-8845-f69123f91305,633,2024-07-06,2024-07-13,"Second Class","10335 MENCHACA RD, Austin TX 78748",30.16702843,-97.82648370,631781489210115071,815.39,8,212.06
b6c8e4fc-8ebd-4977-b6af-68359e836efc,217,2023-11-12,2023-11-19,"Second Class","2710 STACY LN, Austin TX 78704",30.23710690,-97.76189594,631781457696987647,3844.04,31,833.03
ae809524-90de-4460-83ad-2dfca39fd8be,668,2024-08-02,2024-08-05,"Standard Class","310 FORZA VIOLA WAY, Austin TX 78738",30.34676247,-98.01906107,631781082446254591,1691.05,33,345.96
f71cbdf3-91d7-453d-a43b-2fdef23d4d60,673,2023-11-14,2023-11-15,"First Class","3009 LOURIS LN, Pflugerville TX 78660",30.40196695,-97.61652505,631781451673406463,184.12,5,41.44
77db80de-da77-4526-89a7-a472e6795b8d,521,2023-11-22,2023-11-25,"Same Day","806 CARDIFF DR, Austin TX 78745",30.21680453,-97.78075573,631781457503229439,841.29,9,174.63
56ba95ad-b391-47ae-b4ec-5f6c6dfcfcff,385,2024-02-05,2024-02-09,"Standard Class","1806 1/2 RUTHERFORD LN, Austin TX 78754",30.33190300,-97.67977821,631781452257283583,9.51,10,2.91
fd34b4da-0f12-4755-a35f-2173b9b85065,793,2024-05-20,2024-05-21,"First Class","20313 CLARE ISLAND BND, Pflugerville TX 78660",30.47377056,-97.55980109,631781454787917311,2288.94,22,770.66
139d8707-f405-43cc-a670-e3109546a60c,831,2024-05-02,2024-05-03,"Same Day","6620 LAKEWOOD DR, Austin TX 78731",30.36554213,-97.78808288,631781453183358463,620.44,7,71.24
b77e234e-3ea5-4a07-9887-7d586d50098b,310,2024-03-22,2024-03-23,"Second Class","2304 DEVONSHIRE DR, Austin TX 78723",30.31235720,-97.68362373,631781457188740095,1141.85,25,166.90
f1b109c4-3c05-4336-b5a0-542f3d630fb7,713,2024-03-06,2024-03-07,"Second Class","10716 RAZIL CT, Austin TX 78748",30.15956494,-97.82721975,631781489222561279,726.04,4,95.66
bf8679e3-bea1-49a5-8e67-068547f321e3,543,2024-02-22,2024-02-26,"Same Day","2103 1/2 GRACY FARMS LN, Austin TX 78758",30.39831934,-97.70664908,631781453376376319,3634.73,27,1123.12
e323f2c6-cf9e-4287-b147-9cb124509dff,983,2023-10-19,2023-10-23,"First Class","3605 WINTER WREN WAY, Pflugerville TX 78660",30.47848770,-97.55701342,631781454787431423,2372.31,30,352.90
d87331ed-5fd0-4d7f-af7c-758ad2aa313f,925,2023-11-06,2023-11-13,"Second Class","7414 WOLVERINE ST, Austin TX 78757",30.34308430,-97.71948439,631781457310537215,3266.48,31,449.79
c1557de7-1eb0-47c5-8a68-f614f205676a,699,2024-05-26,2024-06-01,"Second Class","5313 RUXPIN RD, Del Valle TX 78617",30.17689920,-97.62042571,631781455789598207,1592.65,34,360.53
e0bedd3e-324f-42b4-8cd2-4ff40cc724da,777,2024-07-12,2024-07-19,"First Class","25209 CHERNOSKY POINT CV, Spicewood TX 78669",30.46069269,-98.07040914,631781085416415743,1804.79,27,335.34
27629d10-9859-424d-8158-1613cdd5661b,815,2024-08-18,2024-08-24,"Standard Class","4003 CONVICT HILL RD, Austin TX 78749",30.21340181,-97.83949201,631781088945570815,2172.72,26,504.37
f62a50ee-48e3-43a4-83a1-aac596d83d67,316,2024-03-31,2024-04-04,"Standard Class","816 EMORY TREE DR, Austin TX 78748",30.17634716,-97.80713628,631781489243108351,139.54,10,41.33
b00ccc0b-d5f4-4577-a6e8-77421a689845,432,2024-03-09,2024-03-13,"Second Class","2504 HIGHLAND HAVEN DR, Austin TX 78725",30.25962244,-97.66934358,631781457245684223,560.65,5,70.59
4e3ab660-d1a6-47ef-84cf-24e45398786f,847,2024-08-20,2024-08-21,"Same Day","2505 ASHDALE DR, Austin TX 78757",30.35972692,-97.73292942,631781457319892479,4653.60,27,1284.25
4c292ba3-19fe-41f3-854f-6ad08051aee6,503,2023-12-30,2024-01-02,"Standard Class","912 1/2 CALLE LIMON, Austin TX 78702",30.25996591,-97.69584873,631781457206108671,2839.73,32,613.05
866e29cd-b24a-4f75-b4dd-34d51a0c4a2a,720,2024-08-04,2024-08-08,"First Class","5809 ALOMAR CV, Del Valle TX 78617",30.16895354,-97.61919392,631781455790496767,1608.87,19,415.98
1fe9234b-b512-447f-82c4-9e478c6c9291,763,2023-09-22,2023-09-24,"Standard Class","701 POINT RUN CV, Pflugerville TX 78660",30.44114618,-97.64148857,631781452884158463,293.76,10,80.98
7d7aa1c8-b9a6-4b25-b323-797aea3045f4,842,2024-04-12,2024-04-17,"Second Class","4608 ESPER LN, Austin TX 78725",30.23929439,-97.57353365,631781456236256767,1697.79,13,307.71
12bcae43-f1f7-4974-9f33-5c81b8a0e5ca,241,2024-06-17,2024-06-19,"First Class","9500 NOTCHES DR, Austin TX 78748",30.18339872,-97.83707375,631781489268676095,673.96,17,182.23
99275dba-6558-43c9-933f-62794950a8e6,142,2023-10-27,2023-10-29,"Same Day","3129 GOVALLE AVE, Austin TX 78702",30.26588477,-97.70300586,631781457201675775,3530.34,31,845.94
5e7a06a6-bfa2-4a20-8684-830f863efa7a,703,2024-04-21,2024-04-23,"First Class","7124 BOYLE DR, Austin TX 78724",30.30636372,-97.64534791,631781452054692863,2945.07,15,648.06
8ca29b5e-ab9b-4ff4-a6e9-8b66f44bdb97,844,2023-10-22,2023-10-29,"First Class","9617 GREAT HILLS TRL, Austin TX 78759",30.39443917,-97.75390445,631781453149581823,707.55,7,114.83
6096a089-8eaa-48c6-9401-6968038efd9d,316,2024-04-12,2024-04-13,"Standard Class","9400 S US 183 HWY, Austin TX 78747",30.11475650,-97.69531677,631781489387315711,3564.66,21,828.88
df6b0c2b-6f4c-421d-8661-014ed1256cca,809,2024-06-06,2024-06-10,"Standard Class","4005 GAINES CT, Austin TX 78735",30.24192423,-97.82129712,631781457420432895,894.73,3,166.91
b154b485-b737-48a7-bd0e-0a72a3856b98,378,2024-05-18,2024-05-20,"Same Day","7001 HILLCROFT DR, Austin TX 78724",30.30160750,-97.64224545,631781452055364607,283.07,2,103.88
ba376a1a-730e-49d2-aaf5-e2100dea82e2,373,2024-03-15,2024-03-17,"Same Day","906 CABRIOLE DR, Pflugerville TX 78660",30.43300403,-97.61346588,631781455341562367,1558.75,13,223.95
b2c05643-76f0-4312-bc84-c9b1c9f6d937,162,2024-05-09,2024-05-14,"Standard Class","1400 E M FRANKLIN AVE, Austin TX 78721",30.28008678,-97.69521192,631781457131591679,934.18,8,122.67
94d01dcd-5698-436a-a458-6b0301c81258,728,2024-01-12,2024-01-19,"First Class","21206 DERBY DAY AVE, Pflugerville TX 78660",30.49660138,-97.57540729,631781454727164927,1592.95,14,361.73
42ed6dc0-4ffd-489b-a7e3-5435f6703a7e,474,2023-10-31,2023-11-02,"Same Day","6805 LITTLE SERENITY CV, Leander TX 78645",30.45691899,-97.96602446,631781084469937151,1671.47,25,411.30
95035326-cd36-44a0-bcd7-b5bf451250a6,173,2024-03-05,2024-03-08,"Same Day","12812 GILLILAND LN, Manor TX 78653",30.33443464,-97.55829012,631781451542178303,892.98,17,172.49
defc1fb4-6f65-4316-b1ae-aa2efe34880c,972,2024-05-08,2024-05-09,"First Class","3809 CARBONDALE AVE, Austin TX 78744",30.19745734,-97.69550339,631781456522158591,623.65,2,76.28
a079735d-b7d4-41d4-bce6-f6d92990f721,122,2024-04-23,2024-04-27,"Standard Class","1616 POCO BUENO CT, Spicewood TX 78669",30.41072807,-98.00305020,631781086267278335,214.60,6,26.17
4d75e85a-4281-448c-9257-db3fbb401085,757,2024-06-11,2024-06-14,"Standard Class","7403 BRICKYARD CT, Austin TX 78745",30.18448187,-97.78303001,631781489495187967,2668.19,31,403.37
321a1588-70a6-42d4-8436-b47050aad177,208,2024-06-20,2024-06-25,"Second Class","17316 BUSHMILLS RD, Pflugerville TX 78660",30.46484442,-97.63732790,631781455467735551,677.17,3,82.71
6c434aa1-7466-4939-b0ec-9bf1c2dde627,254,2023-09-14,2023-09-15,"Second Class","12912 1/2 HILL COUNTRY BLVD, Austin TX 78738",30.30994366,-97.94247104,631781084885510143,1623.05,13,335.76
d55f2187-ada9-4196-b0b0-d9010f80808b,868,2024-02-18,2024-02-20,"Same Day","17701 CROSS ST, Leander TX 78645",30.50117576,-97.90628112,631781052635993087,3123.80,11,674.14
91d2df75-ae87-47ea-b014-c2cdf7b3e350,274,2024-08-02,2024-08-06,"Same Day","3733 BLUESTEIN DR, Austin TX 78721",30.27369820,-97.66987591,631781457238472191,3251.72,25,605.13
09da5015-5dc7-443d-ab73-df1432a9c299,581,2023-10-22,2023-10-29,"Standard Class","8204 BREEZE WAY, Leander TX 78645",30.47205540,-97.95107864,631781052692212223,1919.12,20,501.14
f402184a-8816-4a39-b765-1a848903a4fd,655,2023-12-04,2023-12-09,"Same Day","25 CICERO LN, Austin TX 78746",30.31619124,-97.83893802,631781457089832959,1576.41,13,445.98
3c4d3cf0-0fbe-4708-ba36-3f2006228b15,601,2024-07-31,2024-08-03,"Standard Class","10606 OLD LOCKHART RD, Austin TX 78747",30.12784910,-97.75558558,631781489372518399,2693.26,19,509.21
